Cluster	ID	Description	A	B	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	GeneRatio	gene_symbol
NCoR1_CpG	mmu04930	Type II diabetes mellitus	17	1273	48/8890	0.000209207954947738	0.000901855913896332	0.000520787939059093	15275/26420/12702/212032/18708/12289/18753/18754/18710/15277/20927/26417/12286/74769/18707/16150/26419	17	0.0133542812254517	Hk1/Mapk9/Socs3/Hk3/Pik3r1/Cacna1d/Prkcd/Prkce/Pik3r3/Hk2/Abcc8/Mapk3/Cacna1a/Pik3cb/Pik3cd/Ikbkb/Mapk8/
NCoR1_CpG	mmu04920	Adipocytokine signaling pathway	22	1273	71/8890	0.000247281730983433	0.0010517716291162	0.000607358637503168	74205/23797/26420/20848/12702/18035/18037/12675/18761/108097/18033/12491/19247/207565/68465/21937/14081/50790/20525/16452/16150/26419	22	0.0172820109976434	Acsl3/Akt3/Mapk9/Stat3/Socs3/Nfkbia/Nfkbie/Chuk/Prkcq/Prkab2/Nfkb1/Cd36/Ptpn11/Camkk2/Adipor2/Tnfrsf1a/Acsl1/Acsl4/Slc2a1/Jak2/Ikbkb/Mapk8/
NCoR1_CpG	mmu01212	Fatty acid metabolism	20	1273	62/8890	0.000256995836105169	0.00107870620680985	0.000622912345130256	74205/11430/71147/70757/15488/76267/20250/329065/20249/15107/19063/26922/93747/14081/257633/57874/68801/113868/50790/80911	20	0.0157109190887667	Acsl3/Acox1/Oxsm/Hacd2/Hsd17b4/Fads1/Scd2/Scd4/Scd1/Hadh/Ppt1/Mecr/Echs1/Acsl1/Acsf3/Hacd3/Elovl5/Acaa1a/Acsl4/Acox3/
NCoR1_CpG	mmu04657	IL-17 signaling pathway	26	1273	91/8890	0.000303534726588933	0.00125750101015415	0.000726159632987878	19225/22033/21929/56480/26420/20296/110809/18035/14281/15519/22031/30940/26416/12675/16176/17395/18033/16476/16193/15945/16172/14282/26417/16150/16191/26419	26	0.0204241948153967	Ptgs2/Traf5/Tnfaip3/Tbk1/Mapk9/Ccl2/Srsf1/Nfkbia/Fos/Hsp90aa1/Traf3/Usp25/Mapk14/Chuk/Il1b/Mmp9/Nfkb1/Jun/Il6/Cxcl10/Il17ra/Fosb/Mapk3/Ikbkb/Il5/Mapk8/
NCoR1_CpG	mmu04070	Phosphatidylinositol signaling system	27	1273	96/8890	0.000310313982384636	0.00126910462026537	0.000732860282284903	18711/16331/227333/74302/108083/72469/12313/80796/18708/219135/380921/110197/20975/19211/74055/18718/18710/16438/16439/18704/18751/212111/54384/74769/18707/97287/104015	27	0.021209740769835	Pikfyve/Inpp5d/Dgkd/Mtmr3/Pip4k2b/Plcd3/Calm1/Calm4/Pik3r1/Mtmr6/Dgkh/Dgkg/Synj2/Pten/Plce1/Pip4k2a/Pik3r3/Itpr1/Itpr2/Pik3c2a/Prkcb/Inpp5a/Mtmr7/Pik3cb/Pik3cd/Mtmr14/Synj1/
NCoR1_CpG	mmu04921	Oxytocin signaling pathway	38	1273	153/8890	0.000358910297077062	0.00144927069326054	0.000836899426895214	18783/19225/28240/13629/17931/12323/320207/30955/14281/12313/80796/17260/12289/239134/19057/11515/107589/19877/18018/12298/20779/18019/14683/108097/14679/108058/19055/16476/12494/207565/11461/16438/16439/18751/26417/12443/14678/81905	38	0.0298507462686567	Pla2g4a/Ptgs2/Trpm2/Eef2/Ppp1r12a/Camk2b/Pik3r5/Pik3cg/Fos/Calm1/Calm4/Mef2c/Cacna1d/Gucy1b2/Ppp3cc/Adcy9/Mylk/Rock1/Nfatc1/Cacnb4/Src/Nfatc2/Gnas/Prkab2/Gnai3/Camk2d/Ppp3ca/Jun/Cd38/Camkk2/Actb/Itpr1/Itpr2/Prkcb/Mapk3/Ccnd1/Gnai2/Cacng8/
NCoR1_CpG	mmu05206	MicroRNAs in cancer	65	1273	303/8890	0.000403758793498196	0.00160998818907406	0.000929707748186635	14660/208727/387147/17248/723890/19225/17118/17246/387164/20848/14784/74370/13435/18708/18792/751549/100628567/16402/17250/22350/18712/22339/13640/18754/21417/19877/11789/724062/19211/18569/18128/11350/24136/12505/171543/12125/13436/17395/18129/18033/18710/242705/723848/12571/14086/11987/17295/387223/108655/12444/12576/18751/26417/12443/387216/19143/71819/74769/723828/17210/100628572/18707/387251/16150/328572	65	0.0510604870384918	Gls/Hdac4/Mir128-1/Mdm4/Mir181b-1/Ptgs2/Marcks/Mdm2/Mir146/Stat3/Grb2/Rptor/Dnmt3a/Pik3r1/Plau/Mir92-1/Mir28c/Itga5/Abcc1/Ezr/Pim1/Vegfa/Efna5/Prkce/Zeb1/Rock1/Apc/Mir101b/Pten/Pdcd4/Notch1/Abl1/Zeb2/Cd44/Bmf/Bcl2l11/Dnmt3b/Mmp9/Notch2/Nfkb1/Pik3r3/E2f2/Mir34a/Cdk6/Fscn1/Slc7a1/Met/Mir29b-1/Foxp1/Ccnd2/Cdkn1b/Prkcb/Mapk3/Ccnd1/Mir23a/St14/Kif23/Pik3cb/Mir222/Mcl1/Mir101c/Pik3cd/Mirlet7i/Ikbkb/Ep300/
NCoR1_CpG	mmu05210	Colorectal cancer	25	1273	88/8890	0.000432779548256956	0.00170440340609838	0.000984228992137326	23797/26420/14784/14281/23882/17686/18708/11789/58801/12015/21416/19730/12125/16476/18710/21803/26417/12443/17127/74769/12387/18707/17873/56044/26419	25	0.0196386488609584	Akt3/Mapk9/Grb2/Fos/Gadd45g/Msh3/Pik3r1/Apc/Pmaip1/Bad/Tcf7l2/Ralgds/Bcl2l11/Jun/Pik3r3/Tgfb1/Mapk3/Ccnd1/Smad3/Pik3cb/Ctnnb1/Pik3cd/Gadd45b/Rala/Mapk8/
NCoR1_CpG	mmu05165	Human papillomavirus infection	75	1273	362/8890	0.000453624376863954	0.0017647094660927	0.00101905347819245	12912/22409/19225/14103/23797/16773/17246/56480/103806/19052/16400/11975/14784/26932/19164/19179/26931/22031/320910/18708/16398/71978/19645/19219/16402/15205/16419/15976/11984/22339/12445/11789/93737/12015/19211/14102/12675/21416/18128/16403/16410/14683/56458/18129/18033/16451/18710/12540/12571/19664/23962/19303/21871/16848/21937/22371/12444/12576/22215/22411/26417/12443/11966/270118/74769/12387/12827/18759/18707/20750/20846/16150/20847/328572/338375	75	0.0589159465828751	Creb1/Wnt10a/Ptgs2/Fasl/Akt3/Lama2/Mdm2/Tbk1/Maml1/Ppp2ca/Itga3/Atp6v0a1/Grb2/Ppp2r5e/Psen1/Psmc1/Ppp2r5c/Traf3/Itgb8/Pik3r1/Itga2/Ppp2r2a/Rb1/Ptger4/Itga5/Hes1/Itgb5/Ifnar2/Atp6v0c/Vegfa/Ccnd3/Apc/Pard6g/Bad/Pten/Fas/Chuk/Tcf7l2/Notch1/Itga6/Itgav/Gnas/Foxo1/Notch2/Nfkb1/Jak1/Pik3r3/Cdc42/Cdk6/Rbpj/Oasl2/Pxn/Atp6v0a2/Lfng/Tnfrsf1a/Vwf/Ccnd2/Cdkn1b/Ube3a/Wnt11/Mapk3/Ccnd1/Atp6v1b2/Maml2/Pik3cb/Ctnnb1/Col4a2/Prkci/Pik3cd/Spp1/Stat1/Ikbkb/Stat2/Ep300/Atp6v1g3/
NCoR1_CpG	mmu04152	AMPK signaling pathway	32	1273	126/8890	0.000673985476642155	0.00259037791625117	0.00149584601664397	12912/12283/23797/13629/19052/74370/19325/26932/26931/56421/15357/18708/71978/18607/20250/329065/20249/170768/15378/56458/108097/18710/12491/57915/207565/68465/67605/12443/17274/74769/18707/14936	32	0.0251374705420267	Creb1/Cab39/Akt3/Eef2/Ppp2ca/Rptor/Rab10/Ppp2r5e/Ppp2r5c/Pfkp/Hmgcr/Pik3r1/Ppp2r2a/Pdpk1/Scd2/Scd4/Scd1/Pfkfb3/Hnf4a/Foxo1/Prkab2/Pik3r3/Cd36/Tbc1d1/Camkk2/Adipor2/Akt1s1/Ccnd1/Rab8a/Pik3cb/Pik3cd/Gys1/
NCoR1_CpG	mmu05166	Human T-cell leukemia virus 1 infection	54	1273	247/8890	0.000762757312172133	0.0028966616974156	0.00167271340388626	16178/12912/23797/16414/30939/26420/20851/53859/26406/18035/14281/18708/26401/19057/19645/105988/11515/23872/14960/100504404/12445/13653/18018/19211/12675/20375/21939/18019/18033/19055/12579/16476/16451/18710/242705/16193/21937/12444/19698/21803/26417/16408/12443/16168/18186/15894/12500/17127/74769/20525/18707/16150/26419/328572	54	0.0424194815396701	Il1r2/Creb1/Akt3/Itgb2/Pttg1/Mapk9/Stat5b/Map3k14/Map3k3/Nfkbia/Fos/Pik3r1/Map3k1/Ppp3cc/Rb1/Espl1/Adcy9/Ets2/H2-Aa/H2-Ea-ps/Ccnd3/Egr1/Nfatc1/Pten/Chuk/Spi1/Cd40/Nfatc2/Nfkb1/Ppp3ca/Cdkn2b/Jun/Jak1/Pik3r3/E2f2/Il6/Tnfrsf1a/Ccnd2/Relb/Tgfb1/Mapk3/Itgal/Ccnd1/Il15/Nrp1/Icam1/Cd3d/Smad3/Pik3cb/Slc2a1/Pik3cd/Ikbkb/Mapk8/Ep300/
NCoR1_CpG	mmu04750	Inflammatory mediator regulation of TRP channels	32	1273	127/8890	0.000780143507300262	0.00292783269210334	0.00169071348331326	15559/171382/18783/12323/26420/22368/26399/18755/12313/80796/14063/18708/18753/19219/11515/16180/26416/18754/18761/16176/20779/14683/108058/18710/16438/15465/16439/18442/18751/74769/18707/26419	32	0.0251374705420267	Htr2b/Trpm8/Pla2g4a/Camk2b/Mapk9/Trpv2/Map2k6/Prkch/Calm1/Calm4/F2rl1/Pik3r1/Prkcd/Ptger4/Adcy9/Il1rap/Mapk14/Prkce/Prkcq/Il1b/Src/Gnas/Camk2d/Pik3r3/Itpr1/Hrh1/Itpr2/P2ry2/Prkcb/Pik3cb/Pik3cd/Mapk8/
NCoR1_CpG	mmu05218	Melanoma	21	1273	72/8890	0.000833287696130058	0.00309091598913359	0.00178488796600686	23797/17246/23882/18708/19645/14164/12015/19211/54635/18710/242705/12571/15234/17295/17342/26417/12443/74769/18707/17873/14177	21	0.016496465043205	Akt3/Mdm2/Gadd45g/Pik3r1/Rb1/Fgf1/Bad/Pten/Pdgfc/Pik3r3/E2f2/Cdk6/Hgf/Met/Mitf/Mapk3/Ccnd1/Pik3cb/Pik3cd/Gadd45b/Fgf6/
NCoR1_CpG	mmu00564	Glycerophospholipid metabolism	26	1273	98/8890	0.00104603511507116	0.00383546208859426	0.00221483539186271	227333/18783/226856/28169/66358/237928/74451/67216/210992/380921/12651/110197/85031/68262/64898/225010/14571/665270/75320/102247/192654/13026/71760/236899/104759/67916	26	0.0204241948153967	Dgkd/Pla2g4a/Lpgat1/Agpat3/Adprm/Phospho1/Pgs1/Mboat2/Lpcat1/Dgkh/Chkb/Dgkg/Pla1a/Agpat4/Lpin2/Lclat1/Gpd2/Plb1/Etnk1/Gpat4/Pla2g15/Pcyt1a/Etnppl/Pcyt1b/Pld4/Plpp3/
NCoR1_CpG	mmu01521	EGFR tyrosine kinase inhibitor resistance	22	1273	79/8890	0.00125004806791055	0.00453142424617574	0.00261672741488453	23797/20848/14784/18708/22339/12015/19211/12125/20779/54635/16194/16451/18710/15234/16193/16542/17295/18751/26417/74769/16452/18707	22	0.0172820109976434	Akt3/Stat3/Grb2/Pik3r1/Vegfa/Bad/Pten/Bcl2l11/Src/Pdgfc/Il6ra/Jak1/Pik3r3/Hgf/Il6/Kdr/Met/Prkcb/Mapk3/Pik3cb/Jak2/Pik3cd/
NCoR1_CpG	mmu04142	Lysosome	32	1273	131/8890	0.00136540391135932	0.00489397581711936	0.00282608733870942	18173/66848/432486/75612/12514/11975/74008/27029/17775/14420/19141/13030/16004/11984/16889/12757/19063/16792/12492/21871/16541/13032/12752/52120/192654/16784/108012/64933/13036/67300/110173/18174	32	0.0251374705420267	Slc11a1/Fuca2/Gnptab/Gns/Cd68/Atp6v0a1/Arsg/Sgsh/Laptm4a/Galc/Lgmn/Ctsb/Igf2r/Atp6v0c/Lipa/Clta/Ppt1/Laptm5/Scarb2/Atp6v0a2/Napsa/Ctsc/Cln3/Hgsnat/Pla2g15/Lamp2/Ap1s2/Ap3m2/Ctsh/Cltc/Manba/Slc11a2/
NCoR1_CpG	mmu04061	Viral protein interaction with cytokine and cytokine receptor	25	1273	95/8890	0.00146712616264025	0.00520014717646932	0.00300288980657361	16182/227288/12767/16153/237313/20296/20304/20302/20303/16195/12458/16194/12977/16193/17329/15945/21937/12145/16173/213208/23832/12768/12766/12771/56221	25	0.0196386488609584	Il18r1/Cxcr1/Cxcr4/Il10/Il20ra/Ccl2/Ccl5/Ccl3/Ccl4/Il6st/Ccr6/Il6ra/Csf1/Il6/Cxcl9/Cxcl10/Tnfrsf1a/Cxcr5/Il18/Il20rb/Xcr1/Ccr1/Cxcr3/Ccr3/Ccl24/
NCoR1_CpG	mmu04935	Growth hormone synthesis, secretion and action	29	1273	116/8890	0.00153501761531457	0.00538099581632251	0.00310732310792423	12912/23797/26420/20851/20848/26399/14784/12702/14281/18708/26401/12289/11515/26416/14683/14679/18710/16438/16439/18751/26417/12927/74769/14678/16452/18707/20846/26419/328572	29	0.0227808326787117	Creb1/Akt3/Mapk9/Stat5b/Stat3/Map2k6/Grb2/Socs3/Fos/Pik3r1/Map3k1/Cacna1d/Adcy9/Mapk14/Gnas/Gnai3/Pik3r3/Itpr1/Itpr2/Prkcb/Mapk3/Bcar1/Pik3cb/Gnai2/Jak2/Pik3cd/Stat1/Mapk8/Ep300/
NCoR1_CpG	mmu04144	Endocytosis	57	1273	272/8890	0.00160335706244408	0.00555946633608329	0.00321038313418438	227288/76709/74117/12767/216238/17246/66713/13855/11841/208092/19325/218441/11843/13196/78618/208650/16004/106572/16573/83814/93737/13660/215632/16574/215280/16396/20779/12757/69780/12540/12345/14772/56378/330192/75788/66700/22088/69710/14276/75767/234353/17274/13859/13430/69091/12402/17127/27965/56440/17999/13132/18759/225861/80794/26431/67300/71955	57	0.0447761194029851	Cxcr1/Arpc2/Actr3/Cxcr4/Eea1/Mdm2/Actr2/Epn2/Arf2/Chmp6/Rab10/Zfyve16/Arf4/Asap1/Acap2/Cblb/Igf2r/Rab31/Kif5b/Nedd4l/Pard6g/Ehd1/Psd4/Kif5c/Wipf1/Itch/Src/Clta/Smap2/Cdc42/Capzb/Grk4/Arpc3/Vps37b/Smurf1/Chmp3/Tsg101/Arap1/Folr2/Rab11fip1/Psd3/Rab8a/Eps15l1/Dnm2/Vps26b/Cbl/Smad3/Spg21/Snx1/Nedd4/Dab2/Prkci/Snx32/Cblc/Git2/Cltc/Ist1/
NCoR1_CpG	mmu04960	Aldosterone-regulated sodium reabsorption	13	1273	38/8890	0.00165559755949424	0.00567887765030821	0.0032793386860384	11931/20393/18708/18607/83814/18710/20276/18751/26417/56379/11933/74769/18707	13	0.0102120974076984	Atp1b1/Sgk1/Pik3r1/Pdpk1/Nedd4l/Pik3r3/Scnn1a/Prkcb/Mapk3/Kcnj1/Atp1b3/Pik3cb/Pik3cd/
NCoR1_CpG	mmu04072	Phospholipase D signaling pathway	35	1273	149/8890	0.00173859134052899	0.00590011316626328	0.00340709389241404	227288/227333/18783/14127/23797/14360/28169/320207/11841/14784/30955/20963/14062/18708/19229/380921/11515/110197/68262/19730/14683/54635/18710/16590/19247/14389/66922/26417/13430/74769/17532/18707/65086/56044/67916	35	0.0274941084053417	Cxcr1/Dgkd/Pla2g4a/Fcer1g/Akt3/Fyn/Agpat3/Pik3r5/Arf2/Grb2/Pik3cg/Syk/F2r/Pik3r1/Ptk2b/Dgkh/Adcy9/Dgkg/Agpat4/Ralgds/Gnas/Pdgfc/Pik3r3/Kit/Ptpn11/Gab2/Rras2/Mapk3/Dnm2/Pik3cb/Mras/Pik3cd/Lpar3/Rala/Plpp3/
NCoR1_CpG	mmu04672	Intestinal immune network for IgA production	14	1273	43/8890	0.00190841199770042	0.00640535788989849	0.00369885375592224	12767/16153/57916/53859/21935/12524/12519/14960/100504404/21939/16193/21803/16168/16191	14	0.0109976433621367	Cxcr4/Il10/Tnfrsf13b/Map3k14/Tnfrsf17/Cd86/Cd80/H2-Aa/H2-Ea-ps/Cd40/Il6/Tgfb1/Il15/Il5/
NCoR1_CpG	mmu04910	Insulin signaling pathway	33	1273	139/8890	0.00192763121451491	0.00640535788989849	0.00369885375592224	23797/15275/17347/26420/14784/12702/74370/19088/12313/80796/212032/18708/208650/18607/12015/20411/107746/19246/56458/108097/17346/18710/19085/15277/26417/212111/12402/74769/18759/18707/16150/26419/14936	33	0.025923016496465	Akt3/Hk1/Mknk2/Mapk9/Grb2/Socs3/Rptor/Prkar2b/Calm1/Calm4/Hk3/Pik3r1/Cblb/Pdpk1/Bad/Sorbs1/Rapgef1/Ptpn1/Foxo1/Prkab2/Mknk1/Pik3r3/Prkar1b/Hk2/Mapk3/Inpp5a/Cbl/Pik3cb/Prkci/Pik3cd/Ikbkb/Mapk8/Gys1/
NCoR1_CpG	mmu05170	Human immunodeficiency virus 1 infection	51	1273	240/8890	0.00202417212620339	0.00665681348720496	0.00384405992496574	12767/14103/23797/22033/56480/16886/103583/26420/26399/18035/14281/12313/80796/18708/14702/19229/19057/56438/26416/18018/12015/14102/12675/56045/18019/24088/14679/18033/19055/14700/21898/16476/18710/14688/19303/26965/16438/12122/21937/16439/18751/26417/12500/214763/74769/14678/108012/18707/14693/16150/26419	51	0.0400628436763551	Cxcr4/Fasl/Akt3/Traf5/Tbk1/Limk2/Fbxw11/Mapk9/Map2k6/Nfkbia/Fos/Calm1/Calm4/Pik3r1/Gng2/Ptk2b/Ppp3cc/Rbx1/Mapk14/Nfatc1/Bad/Fas/Chuk/Samhd1/Nfatc2/Tlr2/Gnai3/Nfkb1/Ppp3ca/Gng10/Tlr4/Jun/Pik3r3/Gnb1/Pxn/Cul1/Itpr1/Bid/Tnfrsf1a/Itpr2/Prkcb/Mapk3/Cd3d/Cgas/Pik3cb/Gnai2/Ap1s2/Pik3cd/Gnb2/Ikbkb/Mapk8/
NCoR1_CpG	mmu00562	Inositol phosphate metabolism	20	1273	72/8890	0.00211238418383568	0.00687602606779167	0.00397064696209715	18711/16331/74302/19062/108083/72469/30955/219135/56727/20975/19211/74055/18718/18704/212111/54384/74769/18707/97287/104015	20	0.0157109190887667	Pikfyve/Inpp5d/Mtmr3/Inpp5k/Pip4k2b/Plcd3/Pik3cg/Mtmr6/Miox/Synj2/Pten/Plce1/Pip4k2a/Pik3c2a/Inpp5a/Mtmr7/Pik3cb/Pik3cd/Mtmr14/Synj1/
NCoR1_CpG	mmu05143	African trypanosomiasis	13	1273	39/8890	0.00216323152410946	0.00697041268879714	0.00402515169292031	16153/14103/16160/14063/14102/16176/16159/16193/18751/209176/15930/15894/16173	13	0.0102120974076984	Il10/Fasl/Il12b/F2rl1/Fas/Il1b/Il12a/Il6/Prkcb/Ido2/Ido1/Icam1/Il18/
NCoR1_CpG	mmu05171	Coronavirus disease - COVID-19	52	1273	247/8890	0.00227001093877583	0.00724133489469489	0.00418159909774494	56480/16160/26420/216799/20296/20848/18035/20090/14281/22031/20963/18708/16195/12274/17174/15976/26416/225058/15200/12675/15139/16176/16159/24088/16194/100043813/18033/21898/16476/16451/18710/12260/12262/16193/15945/246727/21937/22371/76846/267019/18751/26417/18186/56040/214763/74769/13058/18707/20846/16150/20847/26419	52	0.0408483896307934	Tbk1/Il12b/Mapk9/Nlrp3/Ccl2/Stat3/Nfkbia/Rps29/Fos/Traf3/Syk/Pik3r1/Il6st/C6/Masp1/Ifnar2/Mapk14/Gm4832/Hbegf/Chuk/Hc/Il1b/Il12a/Tlr2/Il6ra/Rps27rt/Nfkb1/Tlr4/Jun/Jak1/Pik3r3/C1qb/C1qc/Il6/Cxcl10/Oas3/Tnfrsf1a/Vwf/Rps9/Rps15a/Prkcb/Mapk3/Nrp1/Rplp1/Cgas/Pik3cb/Cybb/Pik3cd/Stat1/Ikbkb/Stat2/Mapk8/
NCoR1_CpG	mmu04728	Dopaminergic synapse	32	1273	135/8890	0.00229975747244658	0.00726359043277683	0.0041944508356243	12912/23797/12323/26420/19052/26932/14281/12313/26931/80796/14702/12289/71978/19057/13490/26416/16573/16574/14683/14679/108058/19055/14700/14688/16438/16439/18751/110877/12286/14678/14693/26419	32	0.0251374705420267	Creb1/Akt3/Camk2b/Mapk9/Ppp2ca/Ppp2r5e/Fos/Calm1/Ppp2r5c/Calm4/Gng2/Cacna1d/Ppp2r2a/Ppp3cc/Drd3/Mapk14/Kif5b/Kif5c/Gnas/Gnai3/Camk2d/Ppp3ca/Gng10/Gnb1/Itpr1/Itpr2/Prkcb/Slc18a1/Cacna1a/Gnai2/Gnb2/Mapk8/
NCoR1_CpG	mmu04392	Hippo signaling pathway - multiple species	10	1273	27/8890	0.00289182895448843	0.00903167972559822	0.00521545603689057	18016/50523/27373/215653/73246/213391/21676/22601/29806/16798	10	0.00785545954438335	Nf2/Lats2/Csnk1e/Rassf2/Rassf6/Rassf4/Tead1/Yap1/Limd1/Lats1/
NCoR1_CpG	mmu04012	ErbB signaling pathway	22	1273	84/8890	0.00293453515446071	0.00903167972559822	0.00521545603689057	17974/23797/12323/26420/20851/14784/18708/208650/15200/12015/11350/20779/108058/16476/18710/12576/18751/26417/12402/74769/18707/26419	22	0.0172820109976434	Nck2/Akt3/Camk2b/Mapk9/Stat5b/Grb2/Pik3r1/Cblb/Hbegf/Bad/Abl1/Src/Camk2d/Jun/Pik3r3/Cdkn1b/Prkcb/Mapk3/Cbl/Pik3cb/Pik3cd/Mapk8/
NCoR1_CpG	mmu04371	Apelin signaling pathway	32	1273	137/8890	0.00294449746539879	0.00903167972559822	0.00521545603689057	208727/23797/320207/30955/12313/80796/17260/14702/11515/107589/20541/18754/13653/17261/108097/14679/14700/14688/18787/16438/16439/17258/66922/26417/12443/16598/17127/17532/14678/22227/20750/14693	32	0.0251374705420267	Hdac4/Akt3/Pik3r5/Pik3cg/Calm1/Calm4/Mef2c/Gng2/Adcy9/Mylk/Slc8a1/Prkce/Egr1/Mef2d/Prkab2/Gnai3/Gng10/Gnb1/Serpine1/Itpr1/Itpr2/Mef2a/Rras2/Mapk3/Ccnd1/Klf2/Smad3/Mras/Gnai2/Ucp1/Spp1/Gnb2/
NCoR1_CpG	mmu05214	Glioma	20	1273	74/8890	0.00300671311882168	0.00913468080861063	0.00527493529617839	23797/17246/12323/14784/12313/80796/23882/18708/19645/19211/108058/18710/242705/12571/18751/26417/12443/74769/18707/17873	20	0.0157109190887667	Akt3/Mdm2/Camk2b/Grb2/Calm1/Calm4/Gadd45g/Pik3r1/Rb1/Pten/Camk2d/Pik3r3/E2f2/Cdk6/Prkcb/Mapk3/Ccnd1/Pik3cb/Pik3cd/Gadd45b/
NCoR1_CpG	mmu04622	RIG-I-like receptor signaling pathway	19	1273	70/8890	0.00358714920312159	0.0107952886395829	0.00623387398754993	56480/16160/26420/217069/18035/22031/26401/26416/12675/21353/16159/18033/387510/15945/54123/74256/54644/16150/26419	19	0.0149253731343284	Tbk1/Il12b/Mapk9/Trim25/Nfkbia/Traf3/Map3k1/Mapk14/Chuk/Tank/Il12a/Nfkb1/Ifnk/Cxcl10/Irf7/Cyld/Otud5/Ikbkb/Mapk8/
NCoR1_CpG	mmu04217	Necroptosis	38	1273	174/8890	0.0044235438509458	0.0131879484902029	0.0076155452426514	20849/12633/18783/14103/11545/12334/22033/21929/15979/12323/26420/216799/20851/20848/208092/15519/15976/225471/14319/14102/16175/16176/263876/621893/108058/21898/16451/15289/66700/12122/21937/74256/13058/236663/16452/20846/20847/26419	38	0.0298507462686567	Stat4/Cflar/Pla2g4a/Fasl/Parp1/Capn2/Traf5/Tnfaip3/Ifngr1/Camk2b/Mapk9/Nlrp3/Stat5b/Stat3/Chmp6/Hsp90aa1/Ifnar2/Ticam2/Fth1/Fas/Il1a/Il1b/Spata2/Hist2h2ab/Camk2d/Tlr4/Jak1/Hmgb1/Chmp3/Bid/Tnfrsf1a/Cyld/Cybb/H2al1j/Jak2/Stat1/Stat2/Mapk8/
NCoR1_CpG	mmu04115	p53 signaling pathway	19	1273	72/8890	0.00502423303866795	0.014840095734584	0.00856959826283519	17248/26374/140742/11783/17246/23882/12445/58801/19211/14102/12521/230784/12571/18787/12122/12444/12443/75747/17873	19	0.0149253731343284	Mdm4/Cop1/Sesn1/Apaf1/Mdm2/Gadd45g/Ccnd3/Pmaip1/Pten/Fas/Cd82/Sesn2/Cdk6/Serpine1/Bid/Ccnd2/Ccnd1/Sesn3/Gadd45b/
NCoR1_CpG	mmu04973	Carbohydrate digestion and absorption	14	1273	48/8890	0.00588275192839059	0.0172164941757486	0.00994187916434914	11931/23797/15275/212032/18708/12289/18710/242851/20537/15277/18751/11933/74769/18707	14	0.0109976433621367	Atp1b1/Akt3/Hk1/Hk3/Pik3r1/Cacna1d/Pik3r3/Gnat3/Slc5a1/Hk2/Prkcb/Atp1b3/Pik3cb/Pik3cd/
NCoR1_CpG	mmu01040	Biosynthesis of unsaturated fatty acids	11	1273	34/8890	0.00601764483006313	0.0173643167542574	0.0100272411549086	11430/70757/15488/76267/20250/329065/20249/57874/68801/113868/80911	11	0.00864100549882168	Acox1/Hacd2/Hsd17b4/Fads1/Scd2/Scd4/Scd1/Hacd3/Elovl5/Acaa1a/Acox3/
NCoR1_CpG	mmu04623	Cytosolic DNA-sensing pathway	17	1273	63/8890	0.00608516194808181	0.0173643167542574	0.0100272411549086	383619/70428/56480/20304/20303/18035/67486/12675/16176/18033/16193/15945/54123/16173/214763/16150/66420	17	0.0133542812254517	Aim2/Polr3b/Tbk1/Ccl5/Ccl4/Nfkbia/Polr3g/Chuk/Il1b/Nfkb1/Il6/Cxcl10/Irf7/Il18/Cgas/Ikbkb/Polr2e/
NCoR1_CpG	mmu05213	Endometrial cancer	16	1273	58/8890	0.00609656262218441	0.0173643167542574	0.0100272411549086	23797/14784/23882/18708/18607/11789/12015/19211/21416/18710/26417/12443/74769/12387/18707/17873	16	0.0125687352710134	Akt3/Grb2/Gadd45g/Pik3r1/Pdpk1/Apc/Bad/Pten/Tcf7l2/Pik3r3/Mapk3/Ccnd1/Pik3cb/Ctnnb1/Pik3cd/Gadd45b/
NCoR1_CpG	mmu04640	Hematopoietic cell lineage	23	1273	95/8890	0.00683164433606842	0.0192857924177507	0.0111368212278712	16178/16400/16398/16402/14960/100504404/16403/12505/16175/16176/16194/12977/12986/12491/16193/12494/16590/12527/12489/16190/16409/12500/16191	23	0.0180675569520817	Il1r2/Itga3/Itga2/Itga5/H2-Aa/H2-Ea-ps/Itga6/Cd44/Il1a/Il1b/Il6ra/Csf1/Csf3r/Cd36/Il6/Cd38/Kit/Cd9/Cd33/Il4ra/Itgam/Cd3d/Il5/
NCoR1_CpG	mmu05230	Central carbon metabolism in cancer	18	1273	69/8890	0.00707813455809746	0.0198063589827464	0.0114374288796589	14660/23797/15275/56421/212032/18708/19211/18648/18710/16590/17295/15277/26417/74769/20525/18707/64384/15251	18	0.01413982717989	Gls/Akt3/Hk1/Pfkp/Hk3/Pik3r1/Pten/Pgam1/Pik3r3/Kit/Met/Hk2/Mapk3/Pik3cb/Slc2a1/Pik3cd/Sirt3/Hif1a/
NCoR1_CpG	mmu04330	Notch signaling pathway	15	1273	54/8890	0.0072768305994972	0.020185295315127	0.0116562503882106	103806/19164/18222/16450/15205/18128/18129/19664/14357/20602/16848/52335/270118/68318/328572	15	0.011783189316575	Maml1/Psen1/Numb/Jag2/Hes1/Notch1/Notch2/Rbpj/Dtx1/Ncor2/Lfng/Atxn1l/Maml2/Aph1c/Ep300/
