seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	Clusters
chr17	50142716	50142883	168	*	Intron (ENSMUST00000044503.13/76438, intron 2 of 9)	17	50036623	50190497	153875	2	76438	ENSMUST00000156094.1	47614	ENSMUSG00000039316	Rftn1	raftlin lipid raft linker 1	NCoR1 Uns
chr17	50157521	50157688	168	*	Intron (ENSMUST00000044503.13/76438, intron 2 of 9)	17	50036623	50190497	153875	2	76438	ENSMUST00000156094.1	32809	ENSMUSG00000039316	Rftn1	raftlin lipid raft linker 1	NCoR1 Uns
chr17	50189394	50189561	168	*	Promoter	17	50036623	50190497	153875	2	76438	ENSMUST00000156094.1	936	ENSMUSG00000039316	Rftn1	raftlin lipid raft linker 1	NCoR1 Uns
chr17	50190878	50191045	168	*	Promoter	17	49992257	50190674	198418	2	76438	ENSMUST00000044503.13	-204	ENSMUSG00000039316	Rftn1	raftlin lipid raft linker 1	NCoR1 Uns
chr17	50205248	50205415	168	*	Distal Intergenic	17	49992257	50190674	198418	2	76438	ENSMUST00000044503.13	-14574	ENSMUSG00000039316	Rftn1	raftlin lipid raft linker 1	NCoR1 Uns
chr17	80729887	80730054	168	*	Distal Intergenic	17	80653861	80728485	74625	2	225028	ENSMUST00000234249.1	-1402	ENSMUSG00000024242	Map4k3	mitogen-activated protein kinase kinase kinase kinase 3	NCoR1 Uns
chr17	80772591	80772758	168	*	Distal Intergenic	17	80653861	80728485	74625	2	225028	ENSMUST00000234249.1	-44106	ENSMUSG00000024242	Map4k3	mitogen-activated protein kinase kinase kinase kinase 3	NCoR1 Uns
chr18	15150238	15150405	168	*	Intron (ENSMUST00000025992.6/106931, intron 1 of 4)	18	14968685	15151446	182762	2	106931	ENSMUST00000025992.6	1041	ENSMUSG00000036225	Kctd1	potassium channel tetramerisation domain containing 1	NCoR1 Uns
chr18	15150622	15150789	168	*	Promoter	18	14968685	15151446	182762	2	106931	ENSMUST00000025992.6	657	ENSMUSG00000036225	Kctd1	potassium channel tetramerisation domain containing 1	NCoR1 Uns
chr18	15195119	15195286	168	*	Intron (ENSMUST00000235045.1/ENSMUST00000235045.1, intron 1 of 1)	18	14968685	15151446	182762	2	106931	ENSMUST00000025992.6	-43673	ENSMUSG00000036225	Kctd1	potassium channel tetramerisation domain containing 1	NCoR1 Uns
chr18	15208562	15208729	168	*	Intron (ENSMUST00000235045.1/ENSMUST00000235045.1, intron 1 of 1)	18	14968685	15151446	182762	2	106931	ENSMUST00000025992.6	-57116	ENSMUSG00000036225	Kctd1	potassium channel tetramerisation domain containing 1	NCoR1 Uns
chr18	60626311	60626478	168	*	Intron (ENSMUST00000130360.1/104027, intron 1 of 2)	18	60593982	60624573	30592	2	104027	ENSMUST00000130044.1	-1738	ENSMUSG00000043079	Synpo	synaptopodin	NCoR1 Uns
chr18	61107754	61107921	168	*	Intron (ENSMUST00000025523.12/12978, intron 2 of 21)	18	61105879	61120891	15013	1	12978	ENSMUST00000237485.1	1875	ENSMUSG00000024621	Csf1r	colony stimulating factor 1 receptor	NCoR1 Uns
chr18	61108552	61108719	168	*	Intron (ENSMUST00000025523.12/12978, intron 2 of 21)	18	61105879	61120891	15013	1	12978	ENSMUST00000237485.1	2673	ENSMUSG00000024621	Csf1r	colony stimulating factor 1 receptor	NCoR1 Uns
chr19	10842321	10842488	168	*	Promoter	19	10842544	10857915	15372	1	65221	ENSMUST00000025646.2	-56	ENSMUSG00000024737	Slc15a3	solute carrier family 15, member 3	NCoR1 Uns
chr19	18639062	18639229	168	*	Exon (ENSMUST00000161080.1/225994, exon 3 of 6)	19	18631998	18652194	20197	1	225994	ENSMUST00000159572.8	7064	ENSMUSG00000037847	Nmrk1	nicotinamide riboside kinase 1	NCoR1 Uns
chr19	23759656	23759823	168	*	Promoter	19	23758887	23949596	190710	1	319924	ENSMUST00000025830.8	769	ENSMUSG00000024897	Apba1	amyloid beta (A4) precursor protein binding, family A, member 1	NCoR1 Uns
chr19	23839730	23839897	168	*	Intron (ENSMUST00000025830.8/319924, intron 1 of 12)	19	23904457	23947376	42920	1	319924	ENSMUST00000237688.1	-64560	ENSMUSG00000024897	Apba1	amyloid beta (A4) precursor protein binding, family A, member 1	NCoR1 Uns
chr19	24277075	24277242	168	*	Promoter	19	24261862	24278171	16310	2	14297	ENSMUST00000132688.1	929	ENSMUSG00000059363	Fxn	frataxin	NCoR1 Uns
chr2	28173568	28173735	168	*	Distal Intergenic	2	28192992	28214425	21434	1	56177	ENSMUST00000152415.1	-19257	ENSMUSG00000026833	Olfm1	olfactomedin 1	NCoR1 Uns
chr2	28180199	28180366	168	*	Distal Intergenic	2	28192992	28214425	21434	1	56177	ENSMUST00000152415.1	-12626	ENSMUSG00000026833	Olfm1	olfactomedin 1	NCoR1 Uns
chr2	32725494	32725661	168	*	Intron (ENSMUST00000074248.10/27387, intron 2 of 11)	2	32727706	32744844	17139	1	27387	ENSMUST00000124133.7	-2045	ENSMUSG00000059013	Sh2d3c	SH2 domain containing 3C	NCoR1 Uns
chr2	68873196	68873363	168	*	Intron (ENSMUST00000028426.8/241447, intron 1 of 9)	2	68861586	69108644	247059	1	241447	ENSMUST00000176018.1	11610	ENSMUSG00000027035	Cers6	ceramide synthase 6	NCoR1 Uns
chr2	68914315	68914482	168	*	Intron (ENSMUST00000028426.8/241447, intron 1 of 9)	2	68947260	69050972	103713	1	241447	ENSMUST00000155748.7	-32778	ENSMUSG00000027035	Cers6	ceramide synthase 6	NCoR1 Uns
chr2	91304495	91304662	168	*	Exon (ENSMUST00000145573.7/228356, exon 4 of 4)	2	91281742	91283141	1400	2	228356	ENSMUST00000132092.1	-21354	ENSMUSG00000040591	1110051M20Rik	RIKEN cDNA 1110051M20 gene	NCoR1 Uns
chr2	91335198	91335365	168	*	Intron (ENSMUST00000064652.13/228356, intron 3 of 8)	2	91281742	91283141	1400	2	228356	ENSMUST00000132092.1	-52057	ENSMUSG00000040591	1110051M20Rik	RIKEN cDNA 1110051M20 gene	NCoR1 Uns
chr2	91403450	91403617	168	*	Intron (ENSMUST00000064652.13/228356, intron 2 of 8)	2	91275068	91444622	169555	2	228356	ENSMUST00000064652.13	41005	ENSMUSG00000040591	1110051M20Rik	RIKEN cDNA 1110051M20 gene	NCoR1 Uns
chr2	91412367	91412534	168	*	Intron (ENSMUST00000064652.13/228356, intron 2 of 8)	2	91275068	91444622	169555	2	228356	ENSMUST00000064652.13	32088	ENSMUSG00000040591	1110051M20Rik	RIKEN cDNA 1110051M20 gene	NCoR1 Uns
chr2	92752286	92752453	168	*	Intron (ENSMUST00000152230.1/ENSMUST00000152230.1, intron 1 of 1)	2	92599707	92615250	15544	1	76969	ENSMUST00000065797.6	152579	ENSMUSG00000027221	Chst1	carbohydrate sulfotransferase 1	NCoR1 Uns
chr2	101763109	101763276	168	*	Intron (ENSMUST00000171088.7/72446, intron 3 of 8)	2	101717250	101797650	80401	2	72446	ENSMUST00000141814.1	34374	ENSMUSG00000032841	Prr5l	proline rich 5 like	NCoR1 Uns
chr2	101765460	101765627	168	*	Intron (ENSMUST00000171088.7/72446, intron 3 of 8)	2	101717250	101797650	80401	2	72446	ENSMUST00000141814.1	32023	ENSMUSG00000032841	Prr5l	proline rich 5 like	NCoR1 Uns
chr2	101781372	101781539	168	*	Intron (ENSMUST00000171088.7/72446, intron 1 of 8)	2	101717250	101797650	80401	2	72446	ENSMUST00000141814.1	16111	ENSMUSG00000032841	Prr5l	proline rich 5 like	NCoR1 Uns
chr2	103615109	103615276	168	*	Intron (ENSMUST00000076212.3/99382, intron 1 of 16)	2	103566310	103718423	152114	1	99382	ENSMUST00000076212.3	48799	ENSMUSG00000032724	Abtb2	ankyrin repeat and BTB (POZ) domain containing 2	NCoR1 Uns
chr2	127505495	127505662	168	*	Intron (ENSMUST00000028850.14/56461, intron 2 of 8)	2	127456498	127521370	64873	2	56461	ENSMUST00000028850.14	15708	ENSMUSG00000079056	Kcnip3	Kv channel interacting protein 3, calsenilin	NCoR1 Uns
chr2	132221677	132221844	168	*	Distal Intergenic	2	132239492	132247654	8163	2	70612	ENSMUST00000110164.7	25810	ENSMUSG00000027341	Tmem230	transmembrane protein 230	NCoR1 Uns
chr2	155602443	155602610	168	*	Distal Intergenic	2	155611212	155634307	23096	1	668940	ENSMUST00000092995.5	-8602	ENSMUSG00000074652	Myh7b	myosin, heavy chain 7B, cardiac muscle, beta	NCoR1 Uns
chr2	158133219	158133386	168	*	Intron (ENSMUST00000103122.9/21817, intron 4 of 12)	2	158134322	158139736	5415	2	21817	ENSMUST00000152690.1	6350	ENSMUSG00000037820	Tgm2	transglutaminase 2, C polypeptide	NCoR1 Uns
chr2	158159922	158160089	168	*	Distal Intergenic	2	158116402	158146436	30035	2	21817	ENSMUST00000103122.9	-13486	ENSMUSG00000037820	Tgm2	transglutaminase 2, C polypeptide	NCoR1 Uns
chr2	158163150	158163317	168	*	Distal Intergenic	2	158116402	158146436	30035	2	21817	ENSMUST00000103122.9	-16714	ENSMUSG00000037820	Tgm2	transglutaminase 2, C polypeptide	NCoR1 Uns
chr2	158166704	158166871	168	*	Distal Intergenic	2	158116402	158146436	30035	2	21817	ENSMUST00000103122.9	-20268	ENSMUSG00000037820	Tgm2	transglutaminase 2, C polypeptide	NCoR1 Uns
chr3	88446575	88446742	168	*	Intron (ENSMUST00000029700.11/20351, intron 10 of 14)	3	88435962	88448630	12669	2	20351	ENSMUST00000135539.7	1888	ENSMUSG00000028064	Sema4a	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A	NCoR1 Uns
chr3	88454772	88454939	168	*	Promoter	3	88452831	88454842	2012	2	20351	ENSMUST00000184972.1	0	ENSMUSG00000028064	Sema4a	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A	NCoR1 Uns
chr3	89295823	89295990	168	*	Distal Intergenic	3	89271736	89281142	9407	2	13636	ENSMUST00000118587.7	-14681	ENSMUSG00000027954	Efna1	ephrin A1	NCoR1 Uns
chr3	89843281	89843448	168	*	Intron (ENSMUST00000050401.5/214547, intron 2 of 5)	3	89831370	89858834	27465	1	214547	ENSMUST00000050401.5	11911	ENSMUSG00000046280	She	src homology 2 domain-containing transforming protein E	NCoR1 Uns
chr3	105892633	105892800	168	*	Intron (ENSMUST00000164730.1/69296, intron 1 of 1)	3	105904421	105908926	4506	1	11542	ENSMUST00000000574.2	-11621	ENSMUSG00000000562	Adora3	adenosine A3 receptor	NCoR1 Uns
chr3	121371614	121371781	168	*	Distal Intergenic	3	121426497	121458207	31711	1	71994	ENSMUST00000029773.12	-54716	ENSMUSG00000053931	Cnn3	calponin 3, acidic	NCoR1 Uns
chr3	142578491	142578658	168	*	Distal Intergenic	3	142594847	142619179	24333	1	14468	ENSMUST00000029936.4	-16189	ENSMUSG00000040264	Gbp2b	guanylate binding protein 2b	NCoR1 Uns
chr3	142590590	142590757	168	*	Distal Intergenic	3	142594847	142619179	24333	1	14468	ENSMUST00000029936.4	-4090	ENSMUSG00000040264	Gbp2b	guanylate binding protein 2b	NCoR1 Uns
chr3	146211492	146211659	168	*	Distal Intergenic	3	146220963	146286186	65224	1	65086	ENSMUST00000039164.3	-9304	ENSMUSG00000036832	Lpar3	lysophosphatidic acid receptor 3	NCoR1 Uns
chr3	146216689	146216856	168	*	Distal Intergenic	3	146220963	146286186	65224	1	65086	ENSMUST00000039164.3	-4107	ENSMUSG00000036832	Lpar3	lysophosphatidic acid receptor 3	NCoR1 Uns
chr3	146244756	146244923	168	*	Intron (ENSMUST00000039164.3/65086, intron 2 of 2)	3	146220963	146286186	65224	1	65086	ENSMUST00000039164.3	23793	ENSMUSG00000036832	Lpar3	lysophosphatidic acid receptor 3	NCoR1 Uns
chr3	146274283	146274450	168	*	Intron (ENSMUST00000039164.3/65086, intron 2 of 2)	3	146220963	146286186	65224	1	65086	ENSMUST00000039164.3	53320	ENSMUSG00000036832	Lpar3	lysophosphatidic acid receptor 3	NCoR1 Uns
chr4	20195935	20196102	168	*	Intron (ENSMUST00000119374.7/269513, intron 4 of 5)	4	20042052	20066750	24699	1	14590	ENSMUST00000098242.3	153883	ENSMUSG00000073987	Ggh	gamma-glutamyl hydrolase	NCoR1 Uns
chr4	41304442	41304609	168	*	Intron (ENSMUST00000030145.8/68970, intron 2 of 8)	4	41291300	41314889	23590	2	68970	ENSMUST00000030145.8	10280	ENSMUSG00000028436	Dcaf12	DDB1 and CUL4 associated factor 12	NCoR1 Uns
chr4	41311266	41311433	168	*	Intron (ENSMUST00000030145.8/68970, intron 2 of 8)	4	41291300	41314889	23590	2	68970	ENSMUST00000030145.8	3456	ENSMUSG00000028436	Dcaf12	DDB1 and CUL4 associated factor 12	NCoR1 Uns
chr4	41315001	41315168	168	*	Promoter	4	41291300	41314889	23590	2	68970	ENSMUST00000030145.8	-112	ENSMUSG00000028436	Dcaf12	DDB1 and CUL4 associated factor 12	NCoR1 Uns
chr4	41640153	41640320	168	*	Promoter	4	41638144	41640324	2181	2	69638	ENSMUST00000127306.1	4	ENSMUSG00000028445	Enho	energy homeostasis associated	NCoR1 Uns
chr4	47080761	47080928	168	*	Distal Intergenic	4	47091909	47123070	31162	1	230145	ENSMUST00000045041.11	-10981	ENSMUSG00000039774	Galnt12	polypeptide N-acetylgalactosaminyltransferase 12	NCoR1 Uns
chr4	116146145	116146312	168	*	Intron (ENSMUST00000120083.7/68273, intron 1 of 22)	4	116132406	116144609	12204	2	68075	ENSMUST00000030469.4	-1536	ENSMUSG00000028701	Lurap1	leucine rich adaptor protein 1	NCoR1 Uns
chr4	136213843	136214010	168	*	Intron (ENSMUST00000047526.7/230837, intron 1 of 24)	4	136206365	136245216	38852	1	230837	ENSMUST00000047526.7	7478	ENSMUSG00000036995	Asap3	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3	NCoR1 Uns
chr4	140983601	140983768	168	*	Distal Intergenic	4	140986873	141005087	18215	1	74772	ENSMUST00000168047.7	-3105	ENSMUSG00000036622	Atp13a2	ATPase type 13A2	NCoR1 Uns
chr4	152477934	152478101	168	*	Promoter	4	152390744	152477910	87167	2	16498	ENSMUST00000160884.8	-24	ENSMUSG00000028931	Kcnab2	potassium voltage-gated channel, shaker-related subfamily, beta member 2	NCoR1 Uns
chr4	156031997	156032164	168	*	Distal Intergenic	4	156028368	156028895	528	1	21936	ENSMUST00000125100.1	3629	ENSMUSG00000041954	Tnfrsf18	tumor necrosis factor receptor superfamily, member 18	NCoR1 Uns
chr5	34238562	34238729	168	*	Intron (ENSMUST00000094868.9/231125, intron 2 of 12)	5	34221969	34243559	21591	2	231125	ENSMUST00000114370.7	4830	ENSMUSG00000037224	Zfyve28	zinc finger, FYVE domain containing 28	NCoR1 Uns
chr5	75601424	75601591	168	*	Intron (ENSMUST00000144270.7/16590, intron 1 of 20)	5	75610574	75620949	10376	1	16590	ENSMUST00000143221.1	-8983	ENSMUSG00000005672	Kit	KIT proto-oncogene receptor tyrosine kinase	NCoR1 Uns
chr5	75640725	75640892	168	*	Promoter	5	75641083	75645984	4902	1	16590	ENSMUST00000136002.1	-191	ENSMUSG00000005672	Kit	KIT proto-oncogene receptor tyrosine kinase	NCoR1 Uns
chr5	75673303	75673470	168	*	Distal Intergenic	5	75649094	75656694	7601	1	16590	ENSMUST00000202167.1	24209	ENSMUSG00000005672	Kit	KIT proto-oncogene receptor tyrosine kinase	NCoR1 Uns
chr5	75791884	75792051	168	*	Distal Intergenic	5	75649094	75656694	7601	1	16590	ENSMUST00000202167.1	142790	ENSMUSG00000005672	Kit	KIT proto-oncogene receptor tyrosine kinase	NCoR1 Uns
chr5	75793225	75793392	168	*	Distal Intergenic	5	75649094	75656694	7601	1	16590	ENSMUST00000202167.1	144131	ENSMUSG00000005672	Kit	KIT proto-oncogene receptor tyrosine kinase	NCoR1 Uns
chr5	75810528	75810695	168	*	Distal Intergenic	5	75649094	75656694	7601	1	16590	ENSMUST00000202167.1	161434	ENSMUSG00000005672	Kit	KIT proto-oncogene receptor tyrosine kinase	NCoR1 Uns
chr5	135933886	135934053	168	*	Promoter	5	135930761	135934550	3790	2	22628	ENSMUST00000126192.1	497	ENSMUSG00000051391	Ywhag	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide	NCoR1 Uns
chr5	137796795	137796962	168	*	Exon (ENSMUST00000035852.13/381678, exon 3 of 17)	5	137799189	137801061	1873	1	381678	ENSMUST00000127541.1	-2227	ENSMUSG00000037108	Zcwpw1	zinc finger, CW type with PWWP domain 1	NCoR1 Uns
chr5	143000347	143000514	168	*	Intron (ENSMUST00000053498.12/108086, intron 15 of 16)	5	142970085	142971989	1905	1	14086	ENSMUST00000135293.1	30262	ENSMUSG00000029581	Fscn1	fascin actin-bundling protein 1	NCoR1 Uns
chr5	147363201	147363368	168	*	Exon (ENSMUST00000110549.2/14255, exon 10 of 10)	5	147330741	147400489	69749	2	14255	ENSMUST00000049324.12	37121	ENSMUSG00000042817	Flt3	FMS-like tyrosine kinase 3	NCoR1 Uns
chr5	147389166	147389333	168	*	Intron (ENSMUST00000049324.12/14255, intron 1 of 23)	5	147330741	147400489	69749	2	14255	ENSMUST00000049324.12	11156	ENSMUSG00000042817	Flt3	FMS-like tyrosine kinase 3	NCoR1 Uns
chr5	147406186	147406353	168	*	Distal Intergenic	5	147362557	147400489	37933	2	14255	ENSMUST00000110549.2	-5697	ENSMUSG00000042817	Flt3	FMS-like tyrosine kinase 3	NCoR1 Uns
chr6	59211486	59211653	168	*	Exon (ENSMUST00000062626.3/68140, exon 2 of 2)	6	59208870	59212033	3164	1	68140	ENSMUST00000062626.3	2616	ENSMUSG00000049232	Tigd2	tigger transposable element derived 2	NCoR1 Uns
chr6	72544578	72544745	168	*	Promoter	6	72544537	72562981	18445	1	12332	ENSMUST00000114072.7	41	ENSMUSG00000056737	Capg	capping protein (actin filament), gelsolin-like	NCoR1 Uns
chr6	72550788	72550955	168	*	Intron (ENSMUST00000071044.12/12332, intron 1 of 9)	6	72549652	72555824	6173	1	12332	ENSMUST00000134809.7	1136	ENSMUSG00000056737	Capg	capping protein (actin filament), gelsolin-like	NCoR1 Uns
chr6	83711296	83711463	168	*	Promoter	6	83711264	83738313	27050	1	24113	ENSMUST00000037807.2	32	ENSMUSG00000034777	Vax2	ventral anterior homeobox 2	NCoR1 Uns
chr6	116679719	116679886	168	*	Exon (ENSMUST00000056623.12/319776, exon 5 of 5)	6	116633008	116673952	40945	2	213391	ENSMUST00000035842.6	-5767	ENSMUSG00000042129	Rassf4	Ras association (RalGDS/AF-6) domain family member 4	NCoR1 Uns
chr6	116682361	116682528	168	*	Exon (ENSMUST00000056623.12/319776, exon 5 of 5)	6	116633008	116673952	40945	2	213391	ENSMUST00000035842.6	-8409	ENSMUSG00000042129	Rassf4	Ras association (RalGDS/AF-6) domain family member 4	NCoR1 Uns
chr6	124990596	124990763	168	*	Distal Intergenic	6	124996694	125003096	6403	1	319352	ENSMUST00000032479.10	-5931	ENSMUSG00000030329	Pianp	PILR alpha associated neural protein	NCoR1 Uns
chr6	129623829	129623996	168	*	Promoter	6	129610323	129623864	13542	2	27007	ENSMUST00000168919.7	0	ENSMUSG00000030149	Klrk1	killer cell lectin-like receptor subfamily K, member 1	NCoR1 Uns
chr6	146634555	146634722	168	*	Promoter	6	146602352	146634597	32246	2	67623	ENSMUST00000037709.15	0	ENSMUSG00000040234	Tm7sf3	transmembrane 7 superfamily member 3	NCoR1 Uns
chr7	3399978	3400145	168	*	Intron (ENSMUST00000182222.7/81905, intron 3 of 5)	7	3394117	3415605	21489	1	81905	ENSMUST00000092351.5	5861	ENSMUSG00000053395	Cacng8	calcium channel, voltage-dependent, gamma subunit 8	NCoR1 Uns
chr7	27545132	27545299	168	*	Exon (ENSMUST00000117095.7/18807, exon 2 of 14)	7	27541740	27542745	1006	2	18807	ENSMUST00000150964.1	-2387	ENSMUSG00000003363	Pld3	phospholipase D family, member 3	NCoR1 Uns
chr7	29270553	29270720	168	*	Intron (ENSMUST00000207601.1/20733, intron 1 of 6)	7	29256341	29281910	25570	2	20733	ENSMUST00000108236.4	11190	ENSMUSG00000074227	Spint2	serine protease inhibitor, Kunitz type 2	NCoR1 Uns
chr7	29294493	29294660	168	*	Distal Intergenic	7	29289312	29293801	4490	1	68458	ENSMUST00000048187.5	5181	ENSMUSG00000037166	Ppp1r14a	protein phosphatase 1, regulatory inhibitor subunit 14A	NCoR1 Uns
chr7	30972669	30972836	168	*	Promoter	7	30957779	30973322	15544	2	54135	ENSMUST00000205961.1	486	ENSMUSG00000001247	Lsr	lipolysis stimulated lipoprotein receptor	NCoR1 Uns
chr7	45062313	45062480	168	*	Promoter	7	45054553	45062404	7852	2	65116	ENSMUST00000209417.1	0	ENSMUSG00000007837	Prrg2	proline-rich Gla (G-carboxyglutamic acid) polypeptide 2	NCoR1 Uns
chr7	45339666	45339833	168	*	Promoter	7	45339281	45340762	1482	2	76787	ENSMUST00000210844.1	929	ENSMUSG00000003863	Ppfia3	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3	NCoR1 Uns
chr7	46184334	46184501	168	*	Distal Intergenic	7	46150596	46180033	29438	2	20927	ENSMUST00000210986.1	-4301	ENSMUSG00000040136	Abcc8	ATP-binding cassette, sub-family C (CFTR/MRP), member 8	NCoR1 Uns
chr7	79466053	79466220	168	*	Promoter	7	79449382	79466187	16806	2	18975	ENSMUST00000127082.7	0	ENSMUSG00000039176	Polg	polymerase (DNA directed), gamma	NCoR1 Uns
chr7	80144030	80144197	168	*	Distal Intergenic	7	80094846	80115392	20547	2	269951	ENSMUST00000107384.9	-28638	ENSMUSG00000030541	Idh2	isocitrate dehydrogenase 2 (NADP+), mitochondrial	NCoR1 Uns
chr7	80154776	80154943	168	*	Distal Intergenic	7	80186841	80226527	39687	1	20352	ENSMUST00000032754.8	-31898	ENSMUSG00000030539	Sema4b	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B	NCoR1 Uns
chr7	80179901	80180068	168	*	Distal Intergenic	7	80186841	80226527	39687	1	20352	ENSMUST00000032754.8	-6773	ENSMUSG00000030539	Sema4b	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B	NCoR1 Uns
chr7	80203577	80203744	168	*	Intron (ENSMUST00000032754.8/20352, intron 2 of 14)	7	80198536	80214065	15530	1	20352	ENSMUST00000123023.2	5041	ENSMUSG00000030539	Sema4b	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B	NCoR1 Uns
chr7	80209868	80210035	168	*	Exon (ENSMUST00000206885.1/ENSMUST00000206885.1, exon 1 of 1)	7	80198536	80214065	15530	1	20352	ENSMUST00000123023.2	11332	ENSMUSG00000030539	Sema4b	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B	NCoR1 Uns
chr7	100855837	100856004	168	*	Promoter	7	100851112	100856302	5191	2	320100	ENSMUST00000139604.7	298	ENSMUSG00000008318	Relt	RELT tumor necrosis factor receptor	NCoR1 Uns
chr7	101320590	101320757	168	*	Promoter	7	101321113	101346308	25196	1	56018	ENSMUST00000032927.13	-356	ENSMUSG00000030688	Stard10	START domain containing 10	NCoR1 Uns
chr7	101357903	101358070	168	*	Intron (ENSMUST00000107010.8/69710, intron 1 of 33)	7	101361262	101373155	11894	1	69710	ENSMUST00000137384.7	-3192	ENSMUSG00000032812	Arap1	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1	NCoR1 Uns
chr7	104369568	104369735	168	*	Promoter	7	104355382	104369884	14503	2	244183	ENSMUST00000145982.1	149	ENSMUSG00000052749	Trim30b	tripartite motif-containing 30B	NCoR1 Uns
chr7	105774881	105775048	168	*	Intron (ENSMUST00000131504.1/ENSMUST00000131504.1, intron 4 of 4)	7	105763645	105787552	23908	2	233651	ENSMUST00000154659.1	12504	ENSMUSG00000036862	Dchs1	dachsous cadherin related 1	NCoR1 Uns
chr7	105778513	105778680	168	*	Intron (ENSMUST00000131504.1/ENSMUST00000131504.1, intron 4 of 4)	7	105763645	105787552	23908	2	233651	ENSMUST00000154659.1	8872	ENSMUSG00000036862	Dchs1	dachsous cadherin related 1	NCoR1 Uns
chr7	126287637	126287804	168	*	Intron (ENSMUST00000239081.1/104175, intron 1 of 3)	7	126273400	126289931	16532	1	104175	ENSMUST00000206424.1	14237	ENSMUSG00000042978	Sbk1	SH3-binding kinase 1	NCoR1 Uns
chr7	141475206	141475373	168	*	Promoter	7	141475240	141493427	18188	1	64540	ENSMUST00000026585.13	0	ENSMUSG00000025511	Tspan4	tetraspanin 4	NCoR1 Uns
chr7	144447219	144447386	168	*	Intron (ENSMUST00000033407.12/13043, intron 11 of 16)	7	144440015	144445905	5891	2	13043	ENSMUST00000126018.1	-1314	ENSMUSG00000031078	Cttn	cortactin	NCoR1 Uns
chr8	3493145	3493312	168	*	Promoter	8	3493170	3495840	2671	1	140482	ENSMUST00000207318.1	0	ENSMUSG00000047264	Zfp358	zinc finger protein 358	NCoR1 Uns
chr8	13155559	13155726	168	*	Distal Intergenic	8	13159161	13175338	16178	1	16783	ENSMUST00000033824.7	-3435	ENSMUSG00000031447	Lamp1	lysosomal-associated membrane protein 1	NCoR1 Uns
chr8	40580444	40580611	168	*	Intron (ENSMUST00000048890.16/54384, intron 7 of 14)	8	40553858	40590514	36657	2	54384	ENSMUST00000173487.7	9903	ENSMUSG00000039431	Mtmr7	myotubularin related protein 7	NCoR1 Uns
chr8	40647931	40648098	168	*	Distal Intergenic	8	40606905	40634797	27893	2	54384	ENSMUST00000174537.1	-13134	ENSMUSG00000039431	Mtmr7	myotubularin related protein 7	NCoR1 Uns
chr8	56292302	56292469	168	*	Distal Intergenic	8	56294585	56321043	26459	1	15446	ENSMUST00000034026.9	-2116	ENSMUSG00000031613	Hpgd	hydroxyprostaglandin dehydrogenase 15 (NAD)	NCoR1 Uns
chr8	56301402	56301569	168	*	Intron (ENSMUST00000034026.9/15446, intron 3 of 6)	8	56294585	56321043	26459	1	15446	ENSMUST00000034026.9	6817	ENSMUSG00000031613	Hpgd	hydroxyprostaglandin dehydrogenase 15 (NAD)	NCoR1 Uns
chr8	56313749	56313916	168	*	Exon (ENSMUST00000209271.1/ENSMUST00000209271.1, exon 1 of 1)	8	56294585	56321043	26459	1	15446	ENSMUST00000034026.9	19164	ENSMUSG00000031613	Hpgd	hydroxyprostaglandin dehydrogenase 15 (NAD)	NCoR1 Uns
chr8	92875940	92876107	168	*	Intron (ENSMUST00000046290.2/270084, intron 7 of 13)	8	92855480	92870058	14579	1	270084	ENSMUST00000130471.1	20460	ENSMUSG00000033192	Lpcat2	lysophosphatidylcholine acyltransferase 2	NCoR1 Uns
chr8	125053909	125054076	168	*	Promoter	8	125054195	125261151	206957	1	244667	ENSMUST00000074562.10	-119	ENSMUSG00000043051	Disc1	disrupted in schizophrenia 1	NCoR1 Uns
chr8	125184587	125184754	168	*	Intron (ENSMUST00000074562.10/244667, intron 9 of 12)	8	125087987	125102878	14892	1	244667	ENSMUST00000126111.1	96600	ENSMUSG00000043051	Disc1	disrupted in schizophrenia 1	NCoR1 Uns
chr8	125649533	125649700	168	*	Distal Intergenic	8	125669818	125673359	3542	1	74393	ENSMUST00000053078.4	-20118	ENSMUSG00000050930	Map10	microtubule-associated protein 10	NCoR1 Uns
