Gene	SMRT_0hr	NCoR1_0hr	SMRT_6hr_CpG	NCoR1_6hr_CpG	Clus
Rcsd1	-0.955564561084278	-1.82094864652439	-0.41253435401458	-0.617409787113324	Cluster6
Rgag4	0.404200629868725	0.127426089555979	-1.89732910151698	-1.60322912687697	Cluster6
Rhpn1	-0.852013134527573	-1.46824363962926	-1.73266961672265	-1.43037253250347	Cluster6
Rnf219	-0.663948420083907	-1.10209827251696	-0.115013991035556	-1.42279476584366	Cluster6
Rnu73b	-1.06103386436036	1.81308022437204	-2.12447485384744	-1.4815252655039	Cluster6
Rogdi	-0.101755859026543	-0.839669853995523	-1.54858781850625	-0.746115867326434	Cluster6
Rpl3l	-2.41813235970394	-1.64501476423493	-2.87191586414393	-1.94114892970943	Cluster6
Rpusd3	-1.26260585399491	-0.84291545424791	-0.975342251786295	-1.48915087867655	Cluster6
Rsg1	-1.35148510939524	-0.463950657590534	-1.97634594106815	-2.40624183313189	Cluster6
Rtn2	-2.37060702368384	-0.329557382354907	-1.3855818774481	-0.818807040628332	Cluster6
Rundc3a	-1.35003074397301	-1.40602174414535	-0.995127895888562	-1.37874811258375	Cluster6
Rxra	-0.976644464010257	-1.09474238174299	-1.05249481827626	-1.09211596703716	Cluster6
S100pbp	-0.355989672669021	-1.22800992580313	-0.751754618899486	-1.66159636206377	Cluster6
Sarm1	-1.38233682145564	-1.58790070376868	-0.239472041337737	-0.872439971317968	Cluster6
Scrn2	-1.76385543872636	-1.22178561219281	-1.01925086351508	-1.4163413477622	Cluster6
Selm	-0.7792590903403	-2.83287691076764	-0.580306819360034	-0.890999723117703	Cluster6
Sept1	-2.55377801585298	-2.980585383832	-2.44272388479937	-2.47239829346252	Cluster6
Sept8	-0.869647922876359	-0.968304377551804	-0.743540266642148	-1.07711078945825	Cluster6
Sgsm2	-1.01177523556648	-0.585977801898043	-0.835486383988735	-1.00368495316156	Cluster6
She	-2.0327720626341	-3.80700827443252	-2.62364182717896	-4.22154061201663	Cluster6
Shisa8	-3.02968684281192	-2.2997985339895	0.00915381942906612	-1.10540120384812	Cluster6
Shroom3	-0.572105687848034	-1.5814593286363	0.684352483610263	-0.604365802600817	Cluster6
Sik1	-1.22936721303665	0.248783065869925	-1.54420810696585	-1.54169817880621	Cluster6
Sla	0.193425067727108	-0.201054234262882	-1.82575731380432	-0.80896506252507	Cluster6
Slamf6	-0.35134851618984	0.357481178007863	-3.10480813762745	-1.65420521941424	Cluster6
Slc12a8	-1.78242896352116	-1.36812874223366	-0.980537230609922	-3.47400196657025	Cluster6
Slc16a6	-1.22717127702725	-0.131118399251853	-1.66905718892333	-2.03881318581805	Cluster6
Slc17a7	-3.44678955326684	-3.73869225834284	-2.39780284033742	-2.48055493231829	Cluster6
Slc23a2	-0.466045203794381	-0.103920363094736	-1.027973400272	-0.999570887015083	Cluster6
Slc25a23	-1.42366757766463	-1.61199690963091	-1.7632688896395	-1.4672333892777	Cluster6
Slc27a1	-0.748101803596214	-0.605862586489056	-0.923860167698526	-1.58313597336801	Cluster6
Slc35f2	-1.10615705755458	-0.304907825842195	-1.37374621257633	-0.647599508717217	Cluster6
Slc35f3	-1.89701953392499	-0.520277468194136	-1.13743995840452	-0.929966388404551	Cluster6
Slc37a2	-0.729806020482043	0.674527118364745	-0.927420384247208	-0.621564150052336	Cluster6
Slc43a2	-0.6498772110146	-0.30933001423611	-0.842302101588602	-3.39764949659056	Cluster6
Slc44a2	-1.12987698532379	-0.825359574335454	-1.37341670581935	-0.781775515593433	Cluster6
Slc44a4	-1.86412398142203	-3.2305009378243	-2.90636134327622	-1.00042460570045	Cluster6
Slc46a1	-1.9163724054123	-0.765117667951179	-3.33456445620112	-1.12247621142577	Cluster6
Slc4a5	-1.0092271260704	-5.1084309115513	-1.43356596528515	-4.81340626910314	Cluster6
Slc7a7	-0.682850928699113	-1.19419732886209	-0.649314584114138	-0.868475581912149	Cluster6
Smarca2	-0.774015077976642	-0.670627251456647	-1.55412614446407	-0.692935673837504	Cluster6
Smpd1	-0.90147109025322	-1.10682084470806	-1.24637774078889	-0.851462316655442	Cluster6
Spag5	-0.20536967650539	-0.577575927137476	-0.586190730426202	-1.0055594421969	Cluster6
Spata13	-3.14688094839301	-1.79680258558883	-2.29595526047743	-0.216787814410588	Cluster6
St6galnac6	-1.14506288291629	-1.36070190291521	-1.62020762676768	0.522500936206958	Cluster6
Stap2	-2.40760321721711	-2.57055425227819	-2.5024737848613	-1.92862547885327	Cluster6
Stard10	-0.906250911905594	-1.62135839905751	-1.54129924855753	0.627022799462563	Cluster6
Ston2	-1.23500044166354	-3.40018902576435	-2.15979943793902	-2.259544542233	Cluster6
Stx1a	-3.17078439381517	-1.50164613888471	-2.24091325206122	-0.896629268654421	Cluster6
Suclg2	-1.69006245376189	-2.40508851805146	-1.15516625560424	-3.13274962515881	Cluster6
Sult1a1	0.964855886624351	-2.48381900514431	-1.09647513763331	-1.05648280807843	Cluster6
Syngr1	-3.55840119554607	-3.387933548296	-1.79749148610407	-0.92738832261585	Cluster6
Synj2	-1.92379835626793	-1.92302637991342	-1.49162046086928	-0.812629596189807	Cluster6
Tarsl2	-2.22421758412936	-1.17549843801056	-2.23064164112195	-0.257261351867272	Cluster6
Tbc1d10c	-1.30092364102904	-1.62489218649282	-2.20514698517604	-2.08214161849504	Cluster6
Tbc1d24	-0.50455707795364	-1.50627952182358	-0.871726452705203	-1.17941062293219	Cluster6
Tcp10a	1.08912774332191	0	-0.6049875613781	-0.805780622137734	Cluster6
Tha1	-0.490392221580532	-2.71024835807962	-4.58165155208391	1.11466145113541	Cluster6
Thra	-0.741013811923141	-1.53047513933191	-1.40125103260247	-2.42186054168941	Cluster6
Tlr1	-0.705795409078782	-0.465500891760376	-2.83675015741586	-2.39158166691047	Cluster6
Tlr6	0.728600877484457	0.641261715704545	-0.76160506687907	-1.31837110947826	Cluster6
Tmc8	-0.655614153458932	-0.893795144918345	-2.58452890924659	-2.73453565100263	Cluster6
Tmem216	-0.54967684556507	-0.523034283245191	-1.00147879631973	-0.832591876931276	Cluster6
Tmem230	-0.436613930396795	-1.10442709219431	-0.602446303815267	-1.12142442261142	Cluster6
Tmem51	-2.0700214718942	-1.064159042528	-1.54548864246927	-0.674381744061135	Cluster6
Tmem79	-0.772308703156207	-1.20125878504577	-0.0832902821502252	-1.46034389700848	Cluster6
Tnfaip2	-1.11294494395494	-0.709834011842719	-1.19813782998212	-0.52739241451063	Cluster6
Tnfrsf13c	-0.994895429756748	-2.24466417576686	0.755150226680698	-0.780179298045332	Cluster6
Trim14	-1.25685684770659	-0.859143163886057	0.0387877097353417	0.704816400991461	Cluster6
Trim37	-0.637982183764527	-0.692132105211227	-0.467205294113628	-1.08001241483924	Cluster6
Trim59	-0.380761177351234	-0.620553623715857	-0.930750355574665	-1.0966935328935	Cluster6
Trim65	-1.01964087916716	-0.513660315102733	-2.01009634291204	-0.963229900169779	Cluster6
Trio	-1.03146414376362	-0.867740096860147	-1.11916561423126	-0.774690602275546	Cluster6
Trp53i13	-0.890579763028092	-1.15870941330024	-1.70235954781837	-0.6718575677013	Cluster6
Trpv4	-1.14746142951598	-0.938670311043025	-0.111476253342278	-0.584557678784971	Cluster6
Tspan4	-2.21232997598284	-1.94788076788854	-1.1065670257987	-1.28952644496096	Cluster6
Tspan9	-1.4797469493629	-0.329508995026104	-1.71837233365632	-1.66210313913242	Cluster6
Ttc39a	-0.0872724209038215	-0.29488425323014	-0.966363044206801	-1.29457792495512	Cluster6
Ttyh2	-3.15128638979783	-1.20019512300893	-1.72936798830195	-1.48621163409863	Cluster6
Tubb3	-0.738270102083435	-1.50545594626648	-0.867906406590675	-1.85024999522796	Cluster6
Tubd1	-0.584437805870423	-0.87479048843336	-0.58908375351684	-1.23385169274497	Cluster6
Ubald1	-0.263939459587104	0.206644366590289	-1.31274893569211	-0.670648287087215	Cluster6
Vegfb	-1.57449054521874	-0.494675260248728	-1.13332980472284	-0.885573854650742	Cluster6
Wdr12	-0.156463813283	0.238755522369225	0.601983549213976	-1.31702317021675	Cluster6
Wdr60	-1.20318511874947	-0.226068043509282	-0.660296221612583	-0.636644199561271	Cluster6
Wnt11	-4.34461606983788	-1.00333295957027	-0.984948585035806	-1.68275482182931	Cluster6
Xylb	-1.53757780815235	-1.1797875023086	-1.25610442671183	-0.232831179503085	Cluster6
Xylt2	-0.847965889548109	-0.125958984492683	-0.839586603083185	-0.621442650428472	Cluster6
Zfp189	-1.14063578666634	-0.253712771825531	-1.49340593902963	-0.656531156570679	Cluster6
Zfp358	-1.4776520315813	-1.29401866091499	-1.51161957698123	-0.691866249063898	Cluster6
Zfp385a	-0.602074009318265	-0.650677257446823	-0.447016575670598	-1.57720087191352	Cluster6
Zfp579	-1.31634085361575	-2.13051407017868	-1.50375159824235	-1.17747481373275	Cluster6
Zfp580	-0.915474658866077	-2.60851468925702	-1.44548729363439	-2.59658746716592	Cluster6
Zfp651	-1.80299455916224	-2.31641735014772	-0.696723442059039	-1.62773417363158	Cluster6
Zfyve9	-2.49141469227495	-0.865875365942066	-1.81626895885512	-1.57679077620224	Cluster6
Zmynd8	-0.633295533313728	-0.338375084234908	-1.00023462928307	-1.02401074707853	Cluster6
Znf512b	-0.769297356074942	-0.407498466280865	-1.23758028369325	-1.00620197343433	Cluster6
1600014C10Rik	0.323913011768406	-0.392992900048056	2.49503442252509	2.28430333006458	Cluster1
1810020O05Rik	-0.139627994915342	1.70159796488193	1.94726467602758	1.06529273620746	Cluster1
2210013O21Rik	1.95651341293726	1.95091079603668	1.15020507035811	2.14287748569903	Cluster1
4930486L24Rik	1.88183891157023	1.09606110715808	2.92634211750845	1.38645039181483	Cluster1
4930512J16Rik	1.03689459439954	-0.148742372766404	0.645618289660508	0.810256998220937	Cluster1
4930552P12Rik	-0.939714568547506	0.713395671186746	0.627592145694671	1.21026098117361	Cluster1
4930599N23Rik	0.474992461834423	-0.114947495498063	1.89235063041925	0.838524704265526	Cluster1
4933402N22Rik	0	-2.5999807504836	1.54937264984337	3.0990702265262	Cluster1
5730508B09Rik	0.49188988154809	-0.0146068634702024	1.24643350996066	1.79397827654449	Cluster1
9330111N05Rik	2.4325779939337	1.45619553373136	2.47964911929002	0.955610737710072	Cluster1
9330159M07Rik	1.6192596572025	0.1458441866487	1.81517926564942	0.770608083606424	Cluster1
9430020K01Rik	1.76085548764662	3.46285772011204	3.38941770620837	1.6618423987971	Cluster1
9930111J21Rik1	0.0620616377144441	0.88416760322062	2.01877586817278	2.73739699383995	Cluster1
9930111J21Rik2	0.630034371052373	1.55199748086486	1.8297257399164	2.61252868568757	Cluster1
A930015D03Rik	1.08078564167965	0.206066148455325	1.16733811813636	0.910647165012646	Cluster1
Abcc3	2.45773341657514	1.98029472873596	0.641833550982316	-0.850708462605657	Cluster1
Abcg1	0.249490034539215	0.803956764796581	1.59628485422342	1.45552480259902	Cluster1
Adam23	1.90045556513105	1.68729851035894	0.51278524479907	0.366051587952021	Cluster1
Adgb	2.88773704317626	1.79035556520728	2.71263138377149	1.6083676469862	Cluster1
Adgre5	2.04850021329824	0.67859360217714	0.499003938097126	1.36324266442509	Cluster1
Adh1	0.939296514669197	4.82632745004818	1.43708753699918	6.83362397618091	Cluster1
Adm	1.08904123711131	1.2334907760034	-0.600947352699132	1.93077105595137	Cluster1
Adprm	0.936646970647179	-0.095402190085306	0.867708660904162	1.88214640118594	Cluster1
Afap1	1.02950469772104	0.733654136819034	2.34280222593311	1.88161774740233	Cluster1
Agpat4	0.652693188118703	0.911087313085979	0.8276169071075	1.10018542271049	Cluster1
AI607873	-0.597556614143887	0.804648730258749	0.589085842346836	1.57530346809268	Cluster1
Aida	0.228161025284861	0.347161203408204	0.829124515750121	1.68885495565159	Cluster1
Aim1	0.289446616819585	0.559582934972019	1.2115772063659	1.515205066745	Cluster1
Aim2	0.598445779125748	0.579896398235314	1.06800178546021	0.76646582536633	Cluster1
Akap7	0.406760904026346	0.888934340657001	0.854122503097461	1.29772682802715	Cluster1
Akt3	1.12941068610743	0.906107741292247	1.39860150180087	1.31888685506271	Cluster1
Alox5ap	1.13046134445188	0.376981865600912	1.93804891790047	2.21257912056642	Cluster1
Als2	0.976199760890032	0.41576431893661	1.362134168753	1.46630945127239	Cluster1
Amer1	1.22307417224551	1.08644972017657	1.66766982604597	1.35337727120221	Cluster1
Amer2	0	2.21591355806498	1.42020061977688	4.78371854200087	Cluster1
Ankrd61	1.18553217882979	0.795251497199962	1.25609973229897	1.42731227082576	Cluster1
Anxa1	0.896130699935378	0.218778191267294	1.12881450243535	1.46332221164708	Cluster1
Ap3m2	0.553353817658551	-0.0605141049790595	1.28092967025118	0.743113915261398	Cluster1
Apobr	0.732503024435877	-0.125577447991207	0.597751739746127	1.02078634966548	Cluster1
Apod	-1.05821270255268	-0.226624051999134	1.63895020317436	1.94614667884772	Cluster1
Apol9a	-2.36960012930479	0	1.5449382612663	3.84966354336477	Cluster1
Apol9b	-3.33539441098976	0	1.73645747141389	4.19267005282924	Cluster1
Apon	-0.296389638537598	-0.334069822601851	2.10561328274383	1.40805106647239	Cluster1
Arc	2.29437067367498	-0.716239161436843	1.36133063078264	0.688363548518143	Cluster1
Arel1	0.239421403774364	0.0189071361293677	0.903425318483235	1.25477503338162	Cluster1
Arhgap28	-0.875052066698459	2.43302235399883	1.85160275147149	2.17054736263366	Cluster1
Arhgap8	1.62368938863053	-1.61762005415502	3.41777141869781	2.12152405546746	Cluster1
Arhgef6	1.16755907458764	1.08278068860899	1.46809999773841	-0.348574200332271	Cluster1
Arl11	1.6258587153276	0.0219161986963544	2.87980218089297	0.69553319002983	Cluster1
Arrdc4	0.0872385693973875	-0.0129942955909782	1.01507715976689	0.739635798584952	Cluster1
Asb11	1.51552222838836	0.56105349827771	4.7366805895602	3.00825730442573	Cluster1
Asb13	0.491536626695672	0.172880442051977	1.84150374471911	1.6698849865185	Cluster1
Atf5	1.91774977056695	0.812394672938836	1.41931640528578	0.831230441856067	Cluster1
Atp10b	2.55652027041759	-0.231607856139806	3.90468661259498	1.73917802102144	Cluster1
Atp10d	1.35162217117843	1.30296197208251	1.76764906466181	0.748898319726004	Cluster1
Atp6v1d	0.435955564953775	0.117162993369293	0.655288795488677	1.02204647760042	Cluster1
Atp8a1	0.840878437872181	0.689441517202191	0.20421099711643	1.13088648242615	Cluster1
Atp8b4	0.392254268391173	0.803743925014159	1.61903149765682	0.814717696526546	Cluster1
AW011738	-0.610668081211352	-1.05016488686535	1.15540423076214	1.8812900427948	Cluster1
AW112010	3.01315327789656	0.765349606612045	1.32745238461464	1.41733876241866	Cluster1
Axl	1.29011128566626	-0.163836831896857	1.87572409275029	1.45985544142522	Cluster1
Azi2	0.538585543114968	0.0320505762834481	0.810421221100351	1.0375214272525	Cluster1
B4galnt4	-0.259102344622013	0.708262253861992	1.36536765198689	2.00627570241028	Cluster1
Bbx	0.192165839877877	0.904530426094946	0.920834993533063	1.41060444075435	Cluster1
BC037034	1.7711111420341	1.09699484991813	1.17249250492435	1.87782132805494	Cluster1
BC049352	-0.157375582919541	0.381603374260692	1.00452165843118	0.728234673519759	Cluster1
BC051226	0.27256188876072	-0.797645812899644	1.59176791764367	1.37373963471012	Cluster1
BC094916	1.50846994951272	0.18429272639177	4.77098240073391	4.20294151191162	Cluster1
BC147527	-0.0923478214769031	-0.491864369241947	1.64601348294453	1.22180793408766	Cluster1
Bcl2	0.706624352993125	1.17210339350499	1.51179826867793	0.913084673139628	Cluster1
Bcl9	0.131649964168521	1.34150870198958	0.899922676708544	2.04421372722677	Cluster1
Bend4	2.46490644817201	1.28041700823475	1.56215956760393	0.715265871521045	Cluster1
Bhlhe40	0.435117247535636	0.251284288840974	1.07224109495382	1.12000227800938	Cluster1
Bri3	0.306219105703928	0.807627564337483	0.726214785478693	1.92877511471775	Cluster1
Bst2	-0.451921462152124	-0.234279536718053	1.45814836766218	0.998553168251802	Cluster1
Btbd11	-0.909457321527414	4.15587330071744	0.908541189385033	3.68467537123054	Cluster1
Cadm4	-0.828708967044908	-0.61328594513678	0.709163603562022	0.90640012149104	Cluster1
Car13	1.64244999079216	0.379341851414893	-0.786135451535926	2.94489525648949	Cluster1
Card6	0.89834038948157	0.270172811085162	2.76918099254701	0.734110650358491	Cluster1
Cask	0.250087334978353	1.70002921692409	0.997845325460255	1.78088541065321	Cluster1
Casp1	1.03586719210216	2.42321148880862	0.378044922368209	2.8230142976127	Cluster1
Ccdc146	2.62771279903173	0.706627734905647	1.44692714804974	1.22976393402399	Cluster1
Ccdc18	1.08089308967315	0.203984560349577	0.792158778201481	0.67041967098571	Cluster1
Ccdc23	-0.0626106216466118	-0.597974046589273	1.40919805412082	1.12081296814937	Cluster1
Ccnd3	0.71775613656084	0.248271722921652	0.676857498595078	0.922371290861289	Cluster1
Ccng2	0.846010396651135	0.299423211900185	1.76319900055724	0.64007961885034	Cluster1
Ccnyl1	0.774391265517957	0.92223557746513	0.634512096495392	1.25016778250214	Cluster1
Ccrl2	1.33379691184027	0.146605693383188	1.64938890550884	2.63537288213761	Cluster1
Cd200	3.0818152053027	0.404237673638599	2.16850861293429	2.79590171903107	Cluster1
Cd200r1	0.862781665615728	1.76785332371076	1.4418371359663	-0.117846508995977	Cluster1
Cd200r4	2.7067068380557	1.65969186380688	2.69759960956211	0.759537707751741	Cluster1
Cd274	3.78099452408128	1.30227003905675	1.59944387196485	1.22955079067783	Cluster1
Cdc42bpa	2.74138770852962	1.07063542113693	2.74669737901674	1.42580311264671	Cluster1
Cdc42ep3	0.798716776792365	1.02452676331034	1.10412965527868	0.0121707330304627	Cluster1
Cdk6	0.0298383419080385	4.94811756191754	0.602515075439374	4.6394856554012	Cluster1
Cdkl2	0.974744819354996	0.45102083893668	0.750416257683387	0.610310439167132	Cluster1
Cdkl3	1.04725320394091	-0.331576592716902	1.51907635787283	0.952336242119356	Cluster1
Celsr2	0.906208599732447	0.936169885073465	1.42550722103576	6.38571451316486	Cluster1
Cfh	0.830226086344096	0.91339115544102	0.598623004395351	2.21439485346244	Cluster1
Cflar	1.01699477387337	0.737345233060942	0.223859566191908	0.902557134000794	Cluster1
Cgref1	0.812976605744765	0.878460609624254	1.34229469882373	0.945592851095466	Cluster1
Chac1	2.11847382106385	-0.560662417001832	2.31756136502674	2.46561456033347	Cluster1
Chpt1	-0.303227193629464	1.00179347912757	1.48720453312716	2.16927911676221	Cluster1
Chsy3	1.05883917612851	1.05178955277924	0.883750643922937	1.82625805347005	Cluster1
Ciart	0.740645463108517	0.799194922585848	1.83798731571803	1.62321808557356	Cluster1
Cldn7	0.614600718519604	-0.627122391698445	2.59406555326566	1.34145591140177	Cluster1
Clec12a	1.24856552318303	2.16757443278691	-0.00350377114407258	2.4553186139931	Cluster1
Clec5a	1.06127796923008	2.75399530525791	0.97136477614621	3.02257055882916	Cluster1
Clip1	0.43670998330382	0.458425079809126	1.12741329382135	1.0081621799971	Cluster1
Cmya5	2.38189714357333	2.81931171752523	1.87827249522273	2.2377488663147	Cluster1
Cnn3	0.745614019865643	-1.57970289677377	0.104885045154924	0.935832173563226	Cluster1
Commd8	1.09367802688474	0.865942650483322	1.36273409134934	0.271087946585574	Cluster1
Cpeb2	1.0228945763771	1.4957951442765	0.34845114534399	1.88736006362394	Cluster1
Cpeb3	-0.55255850696352	1.20999129600775	1.55023975811532	1.29119885260502	Cluster1
Cpne8	2.59658364405348	2.51285039322496	1.70098688403425	3.42144807284732	Cluster1
Cpq	0.726931379150833	-0.0125308097608052	0.705670509912078	2.08003419624441	Cluster1
Csf1	1.15960960711083	-1.21569107399078	2.42368198238412	2.14881590858741	Cluster1
Csf2ra	1.28691755580592	0.448047008414282	0.893428596877491	1.00925869356782	Cluster1
Csrp2	2.3433388097865	-0.0916496918355573	3.8374927778099	0.868103331004902	Cluster1
Ctgf	0.595872860843974	2.01107262870337	2.4118876587752	4.2032845656035	Cluster1
Ctla2b	1.83824219488953	0.662878890949767	1.79151519156546	1.60777294191549	Cluster1
Ctla4	3.12806140505887	2.85613679748751	0.936699443700135	3.97446077743952	Cluster1
Ctsc	0.645595912756657	1.05566111199536	0.062133226390294	0.971237410381179	Cluster1
Ctsl	0.835598963261151	0.74594049601446	0.769671679451598	1.71581216705857	Cluster1
Cubn	1.11176647806316	3.02473979001541	1.97139549989825	4.15375939519239	Cluster1
Cwh43	2.72579729020623	-0.217997696612334	1.01940955614248	3.15519259263098	Cluster1
Cxcl11	1.54733355314759	0	-0.729928789034751	5.07502003282231	Cluster1
Cxcl13	0.0937842952243057	0	1.87157066315713	4.98736827177049	Cluster1
Cxcr4	2.33969120257696	1.40688308423406	1.55538765161981	0.989529098799939	Cluster1
Cxx1a	1.20791351123886	1.36572186165103	-0.80115436705239	0.394466709746314	Cluster1
Cxx1b	1.14779968999064	0.673487995111136	0.204746286867576	-0.230121905445493	Cluster1
Cxx1c	0.658145898290868	0.690409173341297	0.484626361643655	1.50649680651366	Cluster1
Cybb	-0.54144393162451	1.98258023739819	1.73257804959544	4.0305044242034	Cluster1
Cyp26b1	0.627858443233357	1.66280518515653	2.27037234429749	1.19283307294805	Cluster1
Cyp27a1	0.927419685792294	0.7280672120563	2.10474167878529	2.41027011057166	Cluster1
Cyp8b1	-1.36922767975532	1.6742201740984	1.02052072623895	0.417770267426277	Cluster1
Cysltr1	0.826570630346237	1.60907062014617	-0.459143354657659	2.68055624854637	Cluster1
D1Ertd622e	-0.532381429336106	0.907274152531381	0.607431971856136	2.34212690921543	Cluster1
D5Ertd579e	1.09940596963283	0.79262094612858	1.15044724700906	0.996602101847652	Cluster1
Dap	1.48523654083521	0.297102280566983	1.63052779497977	0.882851776190119	Cluster1
Daxx	-0.238694857125272	-0.663826218438903	1.01805056965322	1.28422533474233	Cluster1
Ddit3	1.2489445789803	0.913649858341225	1.1535642823893	2.02574296155599	Cluster1
Ddx4	2.06802056881829	2.03152724565436	3.41294742876217	1.72063856260516	Cluster1
Ddx58	-0.313389379527403	0.248839850959698	3.29916536046849	2.84973086319	Cluster1
Ddx60	0.0800916624762694	-3.18649929615657	2.54384551544851	2.6617455337018	Cluster1
Dennd1b	0.216493947962428	0.594505311449048	1.11000221400531	1.29938865380644	Cluster1
Dgkh	2.49026442328329	1.53899612401769	2.26156795793344	2.65755270971757	Cluster1
Dhh	0.923671191914285	-1.42860509575811	3.71325760057624	1.50150060196113	Cluster1
Diap2	0.984974816490528	0.838925901209536	1.12311309550118	1.42871864602951	Cluster1
Dll1	-0.108723833779821	1.97488975362805	2.64073913059166	3.07186364601123	Cluster1
Dlx1	0.252444818712357	-0.373634600336367	2.16649592642283	1.2647768784766	Cluster1
Dnase1l3	1.32299351563643	0.078618036058648	1.30921375630491	0.593161401190686	Cluster1
Dock11	0.459439141532203	0.483820951853387	0.92301380174185	1.16813126144277	Cluster1
Dopey2	0.271401541952829	0.29023802692239	1.41780502144694	2.05204212488622	Cluster1
Dpy19l1	0.604470856957841	0.101194967184997	1.76183306038339	0.857547928075088	Cluster1
Dsel	1.35886224200152	2.52005091315059	0.889784140261033	2.76029414004701	Cluster1
Dtnbp1	1.0367147505551	0.241520633789819	1.27390967726572	1.27357515955032	Cluster1
Dusp22	1.84257491262758	1.32850072963397	0.870718707088856	0.700654289621302	Cluster1
Dusp28	0.836055627675056	0.286272711656212	1.25272806316912	1.37862682776924	Cluster1
Dusp9	0.55322461479072	2.24311244305247	2.12578213625304	1.34593714981456	Cluster1
Dync2li1	1.78628698857296	-0.560765671650387	2.64536856335774	0.934177432958129	Cluster1
Ece2	-0.22689471197733	0.265205231158794	0.69134511332522	1.06936252915877	Cluster1
Egr1	1.55688924299775	1.90264076818929	1.29362302234752	1.52898121416129	Cluster1
Egr2	2.03071997311494	3.08437637451887	1.20132561043804	0.649604497521376	Cluster1
Egr3	1.50839327231503	1.20438360344502	1.92764792201154	0.754776366852549	Cluster1
Eif2ak1	0.642942529753312	-0.0046437776526532	1.45142666826805	1.8881784076699	Cluster1
Eif2ak2	0.0538738071158083	-0.0328988254492037	1.06214099865576	0.98115956553187	Cluster1
Elk3	1.00569632185591	1.47989130352253	1.19959304675115	2.45879563141769	Cluster1
Ell3	0.504015543777169	-1.05954646671985	2.18063577540053	1.91421016013646	Cluster1
Elmod2	1.11149446229827	0.247441012717224	1.00873199715661	1.11868703708396	Cluster1
Elovl2	1.66012464783561	-0.190288797714828	2.85221014139147	1.37699178615149	Cluster1
Emb	0.895927911632589	1.11018273417167	1.24364323425161	1.28736147816446	Cluster1
Emp2	1.18854506073797	0.587351895214565	-0.606260829775142	1.02782814488481	Cluster1
Enah	2.45022353043889	2.60667112406584	1.89624290867989	2.37791131003728	Cluster1
Endod1	0.729018235059494	0.382178757926577	1.43552077937112	0.632922637697013	Cluster1
Eno1	0.348030977212672	0.199020400996883	0.77684754244921	1.13282141033496	Cluster1
Eno4	0.84621381913027	0.700426617464642	2.18073289703435	1.48697235152604	Cluster1
Enpp4	0.344620141247642	-0.248420835460138	1.72384632688575	1.56507387246663	Cluster1
Epcam	2.00499607290892	0.908634014332677	1.68324603663426	2.54517210131109	Cluster1
Erdr1	1.66854305730117	1.62636609711827	1.04282397005206	1.38122732530083	Cluster1
Evi5	1.10738924273824	0.807034218785379	0.684302713671542	0.661724135979655	Cluster1
Exoc1	0.916681459381476	0.723177282575955	0.807990991425887	0.536705281360465	Cluster1
F8a	1.49042297289056	1.45265497536023	0.888583707852163	1.09986556469158	Cluster1
Fam161a	1.95041183609972	1.03078469670825	0.9188203129946	0.788512213928446	Cluster1
Fam171b	0.980700537666841	-1.12589060192497	1.4968013178192	0.711836569080881	Cluster1
Fam26f	3.24915342442975	0.922285201706373	1.2479506550283	3.5405510750297	Cluster1
Fam3b	1.49647635937767	1.89371562554737	1.92076938106269	0.832611765787596	Cluster1
Fam46a	1.77453788374044	2.04750572723025	3.26257799177437	2.36990363428582	Cluster1
Fat3	2.8937049025693	0.262631825978669	1.74344090047695	1.59521038463683	Cluster1
Fcho2	0.985092094787799	0.89502932913828	0.310143321524059	1.00998034832206	Cluster1
Fermt2	1.04218686509186	4.0482937465178	2.597873543437	3.07302170999144	Cluster1
Fez2	0.600640343370923	0.83702791959425	0.615509059966242	1.17393330631299	Cluster1
Fgfrl1	0.580943922846517	0.532333753199582	1.61549198278074	1.71898237982428	Cluster1
Fgl2	1.98123666903206	0.792457474088632	0.930882356669641	0.261135633303395	Cluster1
Fhl2	4.21615527839457	-0.000184646683034974	1.53587745947643	1.99459556609344	Cluster1
Flrt2	0.834821597050313	-0.277701008597064	0.611150264061552	0.632992354801405	Cluster1
Flt4	1.75543288014296	0.468875343766584	3.9608575291565	2.05826459870593	Cluster1
Fmn1	0.623564781991944	2.93971959159548	2.3128795773423	3.35294626892249	Cluster1
Fnip1	0.710052420862617	0.714397501186641	0.729489990616803	1.20464897745638	Cluster1
Foxa1	0	1.21238657572052	1.42485681412563	5.3717696898502	Cluster1
Fpr2	-1.34555143574756	3.08443599878373	1.13648110339414	3.86194870832223	Cluster1
Frmd4a	-0.121779433317255	0.790234094650954	1.67139913528763	2.21072766586683	Cluster1
Frmd4b	0.0575862276253571	0.645595172354851	0.904895559981604	1.12083817299373	Cluster1
Fsd1l	2.2616170839839	1.31466372385072	1.1052887769588	1.10786932827683	Cluster1
Fuca1	0.498053378550075	0.526412524824858	1.03657356218906	0.87528986064423	Cluster1
Fut8	0.437097251214631	0.0709882463425319	1.1795810612716	1.49220789393817	Cluster1
Fxyd5	1.19193273215238	0.406668564340552	1.20442566606287	1.59774942233196	Cluster1
Fyb	3.58766720064537	1.73630848879946	0.460043016365803	0.756077006671952	Cluster1
Fyco1	0.821421124692368	0.648384812710675	1.070619557211	0.663849208447897	Cluster1
